Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
1989900004,07/05/1989,07/24/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
20201678,04/27/2020,04/27/2020,2020,Residential   Construction/repair/demolition,
4641,08/10/1995,09/14/1995,1995,Residential   El  Amplification Equip,
12354,02/27/2003,02/27/2003,2003,Industrial/commercial   Equipment Noise,
6342,09/23/1996,12/26/1996,1996,Industrial/commercial   Equipment Noise,
15803,01/18/2005,02/09/2005,2005,Industrial/commercial   Equipment Noise,
14932,07/07/2004,08/10/2004,2004,Residential   Mechanical,
12875,05/01/2003,05/02/2003,2003,Industrial/commercial  construction/repair/demolit,
12710,04/09/2003,04/10/2003,2003,Information Request,
1990910509,11/14/1990,12/06/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
1992921297,05/14/1992,06/25/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
1992930181,07/31/1992,07/31/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
27472,01/07/2013,03/27/2013,2013,Residential   El  Amplification Equip,
6887,02/25/1997,03/11/1997,1997,Residential House/yard,
20601,07/11/2008,07/28/2008,2008,Industrial/commercial  construction/repair/demolit,
4259,04/04/1995,04/12/1995,1995,Industrial/commercial  construction/repair/demolit,
20221176,02/14/2022,03/21/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,
1992930202,08/10/1992,08/10/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
22073,07/23/2009,10/14/2009,2009,Industrial/commercial   heat Pump/ac Noise,
7006,03/18/1997,04/30/1997,1997,Industrial/commercial  construction/repair/demolit,
4014,01/25/1995,03/07/1995,1995,Residential House/yard,
2014830,06/03/2014,08/08/2014,2014,Waiver Request,
1990901057,05/18/1990,06/28/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
6307,09/13/1996,11/04/1996,1996,Residential House/yard,
5468,07/15/1996,08/12/1996,1996,Industrial/commercial   Refuse Noise Collection,
1990910114,07/26/1990,08/23/1990,1990,Residential Muti Tenant Dwelling,
6277,09/09/1996,09/23/1996,1996,Industrial/commercial  construction/repair/demolit,
6914,03/10/1997,05/07/1997,1997,Residential   Construction/repair/demolition,
1991920261,08/26/1991,09/11/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
6302,09/09/1996,11/26/1996,1996,Residential House/yard,
1992930378,09/25/1992,09/25/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
1990910400,10/16/1990,11/16/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
5988,06/25/1996,08/01/1996,1996,Residential   Motor Vehicle Noise,
20152051,08/12/2015,08/12/2015,2015,Residential   Construction/repair/demolition,
5706,04/22/1996,09/23/1996,1996,Residential House/yard,
20131412,11/22/2013,12/06/2013,2013,Residential   Mechanical,
5712,04/23/1996,05/09/1996,1996,Industrial/commercial   Equipment Noise,
1990910015,07/06/1990,08/08/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
5715,04/23/1996,07/31/1996,1996,Industrial/commercial   Equipment Noise,
5251,01/02/1996,02/09/1996,1996,Industrial/commercial   Equipment Noise,
20650,07/28/2008,07/28/2008,2008,Residential   Motor Vehicle Noise,
1990900748,03/07/1990,03/21/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
4963,10/02/1995,11/07/1995,1995,Industrial/commercial   Equipment Noise,
6140,07/26/1996,08/12/1996,1996,Project   Community Noise Survey,
3795,06/20/1995,07/05/1995,1995,Residential   Motor Vehicle Noise,
1992930257,09/01/1992,09/01/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
1990900543,01/05/1990,01/29/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
23780,09/02/2010,12/17/2010,2010,Waiver Request,
5846,05/20/1996,08/30/1996,1996,Industrial/commercial   Equipment Noise,
4173,03/21/1995,04/11/1995,1995,Industrial/commercial   Equipment Noise,
7071,04/03/1997,04/23/1997,1997,Industrial/commercial   Equipment Noise,
1989900299,09/21/1989,01/12/1990,1989,Industrial/commercial   Refuse Noise Collection,
1989900010,06/30/1989,07/12/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
6589,08/22/1996,12/09/1996,1996,Industrial/commercial   Equipment Noise,
1075,10/06/2000,10/24/2000,2000,Industrial/commercial  construction/repair/demolit,
4106,02/27/1995,03/13/1995,1995,Industrial/commercial   Electrical Amp Equip,
25352,08/19/2011,09/19/2011,2011,Residential   Motor Vehicle Noise,
19807,12/14/2007,01/22/2008,2007,Industrial/commercial  construction/repair/demolit,
20661,07/29/2008,08/04/2008,2008,Residential   El  Amplification Equip,
905,08/28/2000,10/03/2000,2000,Industrial/commercial   Equipment Noise,
4401,05/08/1995,08/14/1995,1995,Industrial/commercial  construction/repair/demolit,
1989900051,07/17/1989,08/28/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
12883,05/05/2003,05/06/2003,2003,Information Request,
3996,01/05/1995,02/17/1995,1995,Residential   Motor Vehicle Noise,
6367,09/26/1996,11/04/1996,1996,Industrial/commercial   Equipment Noise,
1992920833,01/09/1992,02/10/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
25417,09/07/2011,12/28/2011,2011,Waiver Request,
16940,11/17/2005,11/17/2005,2005,Residential   El  Amplification Equip,
21144,12/18/2008,01/12/2009,2008,Industrial/commercial   Equipment Noise,
5784,05/03/1996,05/13/1996,1996,Industrial/commercial   Equipment Noise,
15769,01/11/2005,01/19/2005,2005,Industrial/commercial  construction/repair/demolit,
4261,04/05/1995,04/21/1995,1995,Residential   Motor Vehicle Noise,
4560,06/09/1995,06/23/1995,1995,Residential House/yard,
1990910674,12/31/1990,01/18/1991,1990,Noise Industrial/commercial   Leaf Blower Noise,
5095,11/10/1995,03/07/1996,1995,Residential House/yard,
6076,07/22/1996,10/25/1996,1996,Industrial/commercial   Refuse Noise Collection,
20131524,12/18/2013,12/31/2013,2013,Industrial/commercial  construction/repair/demolit,
1991911337,05/22/1991,06/11/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
1990901250,06/25/1990,07/09/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
1989900230,09/06/1989,10/05/1989,1989,Residential Muti Tenant Dwelling,
23818,09/14/2010,12/17/2010,2010,Waiver Request,
1989900243,09/07/1989,09/26/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
1991920090,07/19/1991,07/31/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
1990901258,06/26/1990,08/02/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
4710,07/17/1995,09/25/1995,1995,Industrial/commercial  construction/repair/demolit,
935,09/05/2000,11/15/2000,2000,Industrial/commercial  construction/repair/demolit,
1990901243,06/22/1990,07/19/1990,1990,Residential Muti Tenant Dwelling,
20152339,10/20/2015,10/27/2015,2015,Residential   Motor Vehicle Noise,
18862,04/09/2007,07/02/2007,2007,Waiver Request,
27007,09/13/2012,10/03/2012,2012,Industrial/commercial  construction/repair/demolit,
1990910413,10/16/1990,11/26/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
6690,01/03/1997,01/16/1997,1997,Residential   Construction/repair/demolition,
1992921468,06/15/1992,07/29/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
7064,03/28/1997,01/13/1998,1997,Residential House/yard,
6786,01/31/1997,03/20/1997,1997,Industrial/commercial   Equipment Noise,
6656,12/19/1996,01/13/1997,1996,Residential House/yard,
1990901266,06/28/1990,07/19/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
1991920303,09/04/1991,09/20/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
6066,07/11/1996,08/01/1996,1996,Residential   Mechanical,
6812,02/06/1997,03/07/1997,1997,Residential House/yard,
1111,10/16/2000,10/17/2000,2000,Residential   Motor Vehicle Noise,
1990900900,04/11/1990,05/01/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
1990901119,06/01/1990,06/25/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
7269,05/13/1997,07/28/1997,1997,Residential House/yard,
5266,12/20/1995,01/26/1996,1995,Industrial/commercial   Equipment Noise,
20890,10/01/2008,10/28/2008,2008,Industrial/commercial   heat Pump/ac Noise,
23839,09/16/2010,10/22/2010,2010,Residential   El  Amplification Equip,
4416,05/04/1995,06/13/1995,1995,Industrial/commercial   Equipment Noise,
22484,10/05/2009,10/16/2009,2009,Residential   Construction/repair/demolition,
5634,04/03/1996,04/29/1996,1996,Industrial/commercial   Equipment Noise,
1991911535,06/24/1991,08/20/1991,1991,Industrial/commercial   Refuse Noise Collection,
4350,04/27/1995,05/20/1995,1995,Industrial/commercial  construction/repair/demolit,
24367,02/10/2011,03/22/2011,2011,Industrial/commercial  construction/repair/demolit,
18159,09/18/2006,01/08/2007,2006,Industrial/commercial  construction/repair/demolit,
1989900208,08/30/1989,09/06/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
20201782,05/14/2020,06/18/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,
5593,04/01/1996,05/13/1996,1996,Residential   El  Amplification Equip,
7432,06/16/1997,06/19/1997,1997,Residential House/yard,
5382,11/21/1995,02/22/1996,1995,Residential   Mechanical,
1989900033,07/12/1989,07/26/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
1992921460,06/15/1992,06/15/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
5408,02/12/1996,03/07/1996,1996,Industrial/commercial   Equipment Noise,
6520,11/15/1996,07/31/1997,1996,Residential House/yard,
1990901086,05/24/1990,06/06/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
25973,01/31/2012,03/26/2012,2012,Noise Industrial/commercial   Leaf Blower Noise,
1991911548,06/25/1991,07/24/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
1990901215,06/18/1990,07/19/1990,1990,Residential Muti Tenant Dwelling,
20937,10/10/2008,11/24/2008,2008,Residential   El  Amplification Equip,
1990910032,07/09/1990,08/08/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
20908,10/03/2008,12/17/2008,2008,Waiver Request,
6148,07/30/1996,07/31/1996,1996,Industrial/commercial  construction/repair/demolit,
1989900390,10/25/1989,11/22/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
20212885,12/23/2021,12/23/2021,2021,Information Request,
1991911178,05/01/1991,06/11/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
1990910049,07/11/1990,07/11/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
20151627,05/11/2015,10/13/2015,2015,Industrial/commercial  construction/repair/demolit,
4160,03/15/1995,05/03/1995,1995,Residential House/yard,
1989900108,08/03/1989,10/05/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
17100,12/27/2005,04/03/2006,2005,Industrial/commercial   Equipment Noise,
17949,07/21/2006,10/23/2006,2006,Information Request,
6647,12/17/1996,12/20/1996,1996,Residential House/yard,
1989900084,07/26/1989,08/04/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
23043,03/18/2010,04/01/2010,2010,Residential   Motor Vehicle Noise,
16773,09/26/2005,10/20/2005,2005,Industrial/commercial  construction/repair/demolit,
4914,09/19/1995,10/27/1995,1995,Industrial/commercial  construction/repair/demolit,
5987,06/25/1996,07/31/1996,1996,Industrial/commercial  construction/repair/demolit,
3997,01/10/1995,02/13/1995,1995,Residential   Motor Vehicle Noise,
1990910079,07/26/1990,09/04/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
1989900170,08/17/1989,09/11/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
6892,02/28/1997,03/27/1997,1997,Residential House/yard,
27418,12/17/2012,01/03/2013,2012,Industrial/commercial  construction/repair/demolit,
20593,07/10/2008,08/13/2008,2008,Residential   Construction/repair/demolition,
16321,05/19/2005,05/19/2005,2005,Industrial/commercial   Electrical Amp Equip,
5341,02/01/1996,03/11/1996,1996,Residential   Mechanical,
5616,04/04/1996,11/18/1996,1996,Industrial/commercial   Electrical Amp Equip,
5694,04/19/1996,07/05/1996,1996,Industrial/commercial  construction/repair/demolit,
4941,08/30/1995,10/06/1995,1995,Industrial/commercial   Equipment Noise,
5276,01/10/1996,04/08/1996,1996,Residential   El  Amplification Equip,
15397,10/08/2004,10/13/2004,2004,Residential   El  Amplification Equip,
365,04/13/2000,07/19/2000,2000,Industrial/commercial  construction/repair/demolit,
1991920331,09/09/1991,09/20/1991,1991,Residential Muti Tenant Dwelling,
1990910534,11/19/1990,12/18/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
22506,10/08/2009,11/12/2009,2009,Residential   Motor Vehicle Noise,
5418,02/28/1996,03/12/1996,1996,Industrial/commercial  construction/repair/demolit,
1990900738,03/05/1990,03/10/1990,1990,Industrial/commercial   Refuse Noise Collection,
4524,06/05/1995,07/05/1995,1995,Residential   El  Amplification Equip,
4716,07/24/1995,08/24/1995,1995,Residential House/yard,
6611,12/09/1996,01/13/1997,1996,Residential House/yard,
4923,08/31/1995,10/31/1995,1995,Industrial/commercial   Electrical Amp Equip,
26996,09/11/2012,10/03/2012,2012,Residential   El  Amplification Equip,
7036,03/28/1997,04/23/1997,1997,Industrial/commercial  construction/repair/demolit,
6628,12/12/1996,01/13/1997,1996,Residential House/yard,
1990910464,10/30/1990,12/17/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
5873,05/23/1996,06/04/1996,1996,Residential   El  Amplification Equip,
1990910147,08/13/1990,09/28/1990,1990,Waiver Request,
3976,01/12/1995,03/08/1995,1995,Industrial/commercial   Equipment Noise,
1990900758,03/08/1990,03/28/1990,1990,Industrial/commercial   Refuse Noise Collection,
24522,03/21/2011,04/28/2011,2011,Industrial/commercial  construction/repair/demolit,
13024,06/12/2003,06/12/2003,2003,Industrial/commercial   Electrical Amp Equip,
4568,06/20/1995,07/14/1995,1995,Industrial/commercial  construction/repair/demolit,
1992930196,08/04/1992,08/04/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
5703,04/22/1996,05/13/1996,1996,Residential   El  Amplification Equip,
5976,06/21/1996,11/29/1996,1996,Residential House/yard,
4533,06/05/1995,01/23/1996,1995,Industrial/commercial   Equipment Noise,
5141,11/14/1995,12/13/1995,1995,Residential   Motor Vehicle Noise,
5833,05/14/1996,06/04/1996,1996,Industrial/commercial  construction/repair/demolit,
5602,03/26/1996,04/30/1996,1996,Industrial/commercial   Equipment Noise,
20505,06/23/2008,06/17/2009,2008,Industrial/commercial  construction/repair/demolit,
1991911463,06/13/1991,06/20/1991,1991,Residential Muti Tenant Dwelling,
20152067,08/17/2015,10/23/2015,2015,Waiver Request,
5199,11/21/1995,12/15/1995,1995,Industrial/commercial   Equipment Noise,
20032,03/04/2008,04/24/2008,2008,Industrial/commercial   Equipment Noise,
4229,03/31/1995,04/21/1995,1995,Residential House/yard,
20152556,12/17/2015,12/21/2015,2015,Industrial/commercial   Electrical Amp Equip,
12727,04/28/2003,06/19/2003,2003,Industrial/commercial  construction/repair/demolit,
9529,02/19/1998,03/19/1998,1998,Industrial/commercial  construction/repair/demolit,
26924,08/24/2012,11/02/2012,2012,Industrial/commercial  construction/repair/demolit,
1990910651,12/17/1990,01/04/1991,1990,Noise Industrial/commercial   Leaf Blower Noise,
25741,11/30/2011,01/31/2012,2011,Residential   El  Amplification Equip,
4036,02/02/1995,02/08/1995,1995,Industrial/commercial   Equipment Noise,
20380,05/19/2008,09/26/2008,2008,Project   Community Noise Survey,
1992921519,06/24/1992,08/17/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
7423,06/13/1997,06/20/1997,1997,Residential House/yard,
5460,05/22/1996,05/31/1996,1996,Industrial/commercial   Electrical Amp Equip,
20141197,09/10/2014,10/13/2014,2014,Residential Muti Tenant Dwelling,
19043,05/21/2007,09/04/2007,2007,Industrial/commercial   Electrical Amp Equip,
4263,04/11/1995,06/28/1995,1995,Industrial/commercial   Equipment Noise,
13129,07/09/2003,07/14/2003,2003,Industrial/commercial  construction/repair/demolit,
17460,03/30/2006,08/14/2006,2006,Information Request,
22554,10/21/2009,12/24/2009,2009,Industrial/commercial  construction/repair/demolit,
1992930339,09/18/1992,09/18/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
4836,08/25/1995,09/12/1995,1995,Residential   Mechanical,
4445,05/17/1995,06/20/1995,1995,Residential House/yard,
9998,06/02/1998,08/14/1998,1998,Industrial/commercial   Equipment Noise,
7074,04/04/1997,04/23/1997,1997,Industrial/commercial  construction/repair/demolit,
6108,10/31/1996,07/31/1997,1996,Industrial/commercial  construction/repair/demolit,
1989900005,07/05/1989,09/11/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
4402,05/04/1995,05/25/1995,1995,Industrial/commercial   Equipment Noise,
5420,02/21/1996,03/12/1996,1996,Residential   Motor Vehicle Noise,
13559,10/07/2003,09/28/2004,2003,Residential   El  Amplification Equip,
12874,04/28/2003,04/28/2003,2003,Information Request,
4688,07/12/1995,07/27/1995,1995,Industrial/commercial  construction/repair/demolit,
1991920375,09/17/1991,10/21/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
12888,05/07/2003,05/07/2003,2003,Information Request,
12714,04/23/2003,04/23/2003,2003,Information Request,
16484,07/05/2005,08/18/2005,2005,Residential   El  Amplification Equip,
1989900148,08/10/1989,09/12/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
9510,02/12/1998,06/17/1998,1998,Residential   Mechanical,
22959,02/24/2010,03/01/2010,2010,Industrial/commercial  construction/repair/demolit,
4422,05/09/1995,06/08/1995,1995,Industrial/commercial   Equipment Noise,
1989900030,07/12/1989,07/26/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
4861,08/30/1995,09/19/1995,1995,Residential   El  Amplification Equip,
24799,05/04/2011,08/26/2011,2011,Waiver Request,
1991911286,05/09/1991,06/26/1991,1991,Residential Muti Tenant Dwelling,
6000,06/26/1996,07/31/1996,1996,Residential   Mechanical,
1990900548,01/08/1990,02/05/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
19387,08/10/2007,11/26/2007,2007,Residential House/yard,
4640,08/09/1995,09/13/1995,1995,Industrial/commercial   Equipment Noise,
16981,11/29/2005,11/29/2005,2005,Industrial/commercial   Electrical Amp Equip,
